id,bg,en,lat,type,level,topic,,,,
bg_00631,откакто живея тук,since I've lived here, otkakto zhiveya tuk,MEDIUM PHRASE,EASY,none,,,,
bg_00632,"отговаря/-м, отговори/-я x2","answer, respond x2 tenses"," otgovarya/-m, otgovori/-ya x2",VERB,EASY,none,,,,
bg_00633,преговаря/-м,negotiate, pregovarya/-m,VERB,EASY,none,,,,
bg_00634,искане/-ания,a request, iskane/-aniya,MEDIUM,HARD,none,,,,
bg_00635,отново,again, otnovo,SHORT,EASY,none,,,,
bg_00636,основен/-вна/-вно/-вни,basic, osnoven/-vna/-vno/-vni,ADJECTIVE,HARD,none,,,,
bg_00637,"отървава/-м се, отърве/-а се от",get rid of x2 tenses," otŭrvava/-m se, otŭrve/-a se ot",VERB,HARD,none,,,,
bg_00638,"вдига/-м, вдигне/-а x2","lift, increase x2 tenses"," vdiga/-m, vdigne/-a x2",VERB,HARD,none,,,,
bg_00639,краткосрочен/-чна/-чно/-чни,short-term, kratkosrochen/-chna/-chno/-chni,ADJECTIVE,EASY,none,,,,
bg_00640,сила,strength, sila,MEDIUM,EASY,none,,,,
bg_00641,усилие/-я,effort, usilie/-ya,MEDIUM,HARD,none,,,,
bg_00642,намерение/-я.,intention, namerenie/-ya.,MEDIUM,HARD,none,,,,
bg_00643,Имах дълго лечение.,I had a long treatment., Imakh dŭlgo lechenie.,MEDIUM PHRASE,EASY,none,,,,
bg_00644,той ще отиде (не 'отида'),he will go , toĭ shte otide (ne 'otida'),VERB,EASY,none,,,,
bg_00645,временна корона,temporary crown, vremenna korona,MEDIUM PHRASE,EASY,none,,,,
bg_00646,Не знам точно кога. (не 'точни'),I don't know exactly when. , Ne znam tochno koga. (ne 'tochni'),MEDIUM PHRASE,EASY,none,,,,
bg_00647,в края на август,end of August, v kraya na avgust,MEDIUM PHRASE,EASY,none,,,,
bg_00648,Бебето е завито.,The baby is swaddled., Bebeto e zavito.,MEDIUM PHRASE,EASY,none,,,,
bg_00649,То е завито.,It is wrapped (swaddled)., To e zavito.,SHORT PHRASE,HARD,none,,,,
bg_00650,Той е завит.,He is wrapped (swaddled)., Toĭ e zavit.,SHORT PHRASE,EASY,none,,,,
bg_00651,Тя е завита.,She is wrapped (swaddled)., Tya e zavita.,SHORT PHRASE,EASY,none,,,,
bg_00652,Режа хляба с този нож.,I am cutting the bread with this knife., Rezha khlyaba s tozi nozh.,MEDIUM PHRASE,EASY,none,,,,
bg_00653,В момента режа хляба.,I am cutting the bread right now., V momenta rezha khlyaba.,MEDIUM PHRASE,EASY,none,,,,
bg_00654,Huкога не сме били заплашвани ,We have never been threatened., Hukoga ne sme bili zaplashvani ,MEDIUM PHRASE,EASY,none,,,,
bg_00655, Кой е завъртял крана? ,Who has turned the tap?  , Koĭ e zavŭrtyal krana? ,MEDIUM PHRASE,EASY,none,,,,
bg_00656,Документите бяха занесени на директора.,The documents were taken to the principal., Dokumentite byakha zaneseni na direktora.,LONG PHRASE,HARD,none,,,,
bg_00657,Poклята ми беше дръпната ,My dress was pulled. , Poklyata mi beshe drŭpnata ,MEDIUM PHRASE,EASY,none,,,,
bg_00658,Някой е запалил огЪн. ,Someone has started a fire. , Nyakoĭ e zapalil ogŬn. ,MEDIUM PHRASE,EASY,none,,,,
bg_00659,Никога не е била докосвана преди.,She has never been touched before., Nikoga ne e bila dokosvana predi.,MEDIUM PHRASE,EASY,none,,,,
bg_00660,Работата ще бъде довършена утре.,The work will be finished tomorrow., Rabotata shte bŭde dovŭrshena utre.,MEDIUM PHRASE,EASY,none,,,,
bg_00661,Mного въпроси бяха зададени на събитието.,Many questions were asked at the event., Mnogo vŭprosi byakha zadadeni na sŭbitieto.,LONG PHRASE,EASY,none,,,,
bg_00662,Задължени сте да казвате истината. ,You (pl.) are obliged to tell the truth., Zadŭlzheni ste da kazvate istinata. ,LONG PHRASE,EASY,none,,,,
bg_00663,някога смятана за табу,once considered taboo (f), nyakoga smyatana za tabu,MEDIUM PHRASE,EASY,none,,,,
bg_00664,Станах късно. (не 'ставах'),I got up late., Stanakh kŭsno. (ne 'stavakh'),MEDIUM PHRASE,EASY,none,,,,
bg_00665,"Не харесвам тази, която имаме сега.",I don't like the one (f) we have now.," Ne kharesvam tazi, koyato imame sega.",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00666,Имах статия от вестник.,I had an article from the newspaper., Imakh statiya ot vestnik.,MEDIUM PHRASE,EASY,none,,,,
bg_00667,жена на друг ученик,another student's wife, zhena na drug uchenik,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00668,Значи ученичката ти е жена?,So your student is a woman?, Znachi uchenichkata ti e zhena?,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00669,По-късно ще има буря.,There will be a storm later., Po-kŭsno shte ima burya.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00670,Как са очите на Бени?,How are Benny's eyes?, Kak sa ochite na Beni?,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00671,Възстанови СЕ много добре.,He recovered very well., Vŭzstanovi SE mnogo dobre.,MEDIUM PHRASE,EASY,none,,,,
bg_00672,Имаше рана на окото.,He had a cut on his eye., Imashe rana na okoto.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00673,Ще е много дълъг процес. (не 'дълго'),It will be a very long process., Shte e mnogo dŭlŭg protses. (ne 'dŭlgo'),MEDIUM PHRASE,EASY,none,,,,
bg_00674,"не аз, а Елисо (го прави)","not me, but Eliso (does it)"," ne az, a Eliso",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00675,всички неприятни за Бени неща,all the unpleasant things for Benny,vsichki nepriyatni za Beni neshta,MEDIUM PHRASE,HARD,none,,,,
bg_00676,Влакът тръгва/заминава (не 'отива') x2,The train leaves/sets off x 2, Vlakŭt trŭgva/zaminava (ne 'otiva') x2,MEDIUM PHRASE,HARD,none,,,,
bg_00677,Не съм го отворил (m.).,I haven't opened it (m.)., Ne sŭm go otvoril (m.).,MEDIUM,EASY,none,,,,
bg_00678,когато вървя (без 'се') / когато СЕ разхождам,when I walk x 2, kogato vŭrvya (bez 'se') / kogato SE razkhozhdam,MEDIUM PHRASE,EASY,none,,,,
bg_00679,състезава/-м се = конкурира/-м се x 2,"to compete, race x 2 verbs", sŭstezava/-m se = konkurira/-m se x 2,VERB,HARD,none,,,,
bg_00680,земя̀,ground, zemyà,SHORT,HARD,none,,,,
bg_00681,ръка̀,hand, rŭkà,SHORT,EASY,none,,,,
bg_00682,Малко бързам.,I am in a bit of a hurry., Malko bŭrzam.,MEDIUM PHRASE,EASY,none,,,,
bg_00683,"настройва/-м, настрои/-я",to set x 2  (eg alarm)," nastroĭva/-m, nastroi/-ya",VERB,HARD,none,,,,
bg_00684,Днес не бях настроил аларма.,I hadn't set an alarm today., Dnes ne byakh nastroil alarma.,MEDIUM PHRASE,HARD,none,,,,
bg_00685,значи,so (lit. it means), znachi,MEDIUM,HARD,none,,,,
bg_00686,какво друго,what else, kakvo drugo,MEDIUM,UNTESTED,none,,,,
bg_00687,"ветеринар , ветеринаря(т)","veterinarian, the veterinarian"," veterinar , veterinarya(t)",MEDIUM,UNTESTED,none,,,,
bg_00688,неприятен/-тна/-тно/-тни,unpleasant, nepriyaten/-tna/-tno/-tni,ADJECTIVE,HARD,none,,,,
bg_00689,шампоан,shampoo, shampoan,SHORT,EASY,none,,,,
bg_00690,подхожда/отива ти,it suits you x 2 verbs, podkhozhda/otiva ti,MEDIUM PHRASE,HARD,none,,,,
bg_00691,отвъд,beyond, otvŭd,SHORT,EASY,none,,,,
bg_00692,строеж,construction site, stroezh,MEDIUM,EASY,none,,,,
bg_00693,Това е. / Това е всичко.,That's all. x 2, Tova e. / Tova e vsichko.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00694,икономика,economy, ikonomika,SHORT,EASY,none,,,,
bg_00695,състезание,a race, sŭstezanie,SHORT,HARD,none,,,,
bg_00696,конкуренция,"competition (e.g. between businesses, for a position, etc.)", konkurentsiya,MEDIUM,UNTESTED,none,,,,
bg_00697,"описва/-м, опише/-а",describe," opisva/-m, opishe/-a",VERB,EASY,none,,,,
bg_00698,извънземно/-и x 2,"extraterrestrial, alien", izvŭnzemno/-i x 2,MEDIUM,UNTESTED,none,,,,
bg_00699,жилище/-а x 2,"housing, home", zhilishte/-a x 2,MEDIUM,HARD,none,,,,
bg_00700,число/-а,number, chislo/-a,MEDIUM,EASY,none,,,,
bg_00701,"изчислява/-м, изчисли/-я",calculate x 2," izchislyava/-m, izchisli/-ya",VERB,HARD,none,,,,
bg_00702,отчасти x 2,"in part, partly", otchasti x 2,MEDIUM PHRASE,HARD,none,,,,
bg_00703,пристигане,arrival, pristigane,SHORT,EASY,none,,,,
bg_00704,работна сила,work force, rabotna sila,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00705,три цяло И четири,"3,4", tri tsyalo I chetiri,SHORT,EASY,none,,,,
bg_00706,премиер,prime minister, premier,MEDIUM,EASY,none,,,,
bg_00707,пазар/-и,market, pazar/-i,MEDIUM,EASY,none,,,,
bg_00708,справедливост (f.),justice, spravedlivost (f.),SHORT,EASY,none,,,,
bg_00709,джунгла,jungle, dzhungla,SHORT,EASY,none,,,,
bg_00710,събитие/-я,event, sŭbitie/-ya,MEDIUM,HARD,none,,,,
bg_00711,откриване x2,"inauguration, official opening", otkrivane x2,MEDIUM,HARD,none,,,,
bg_00712,разрешително/-и,permission (as a document), razreshitelno/-i,LONG,HARD,none,,,,
bg_00713,застрелва/я някой,shoot someone x2, zastrelva/ya nyakoĭ,MEDIUM PHRASE,EASY,none,,,,
bg_00714,Никога преди не сме били застрашавани  от такава суша.,Never before have we been threatened by such a drought., Nikoga predi ne sme bili zastrashavani ot takava susha.,LONG PHRASE,HARD,none,,,,
bg_00715,"избухва, избухне",explode x2," izbukhva, izbukhne",VERB,EASY,none,,,,
bg_00716,"измерва, измери",measure x2," izmerva, izmeri",VERB,EASY,none,,,,
bg_00717,"излага се, изложи се",embarrass x2," izlaga se, izlozhi se",VERB,EASY,none,,,,
bg_00718,Всички мебели бяха изнесени на коридора.,All the furniture was taken out into the hallway. - , Vsichki mebeli byakha izneseni na koridora.,LONG PHRASE,UNTESTED,none,,,,
bg_00719,Изминали 30 минути.  ,30 minutes elapsed.  Not …ax, Izminali 30 minuti. ,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00720,Никога не е бил изоставян от нИкого.,He has never been abandoned by anyone., Nikoga ne e bil izostavyan ot nIkogo.,LONG PHRASE,HARD,none,,,,
bg_00721,Никога преди не бях изпитвал такъв срам.,I had never felt such shame before., Nikoga predi ne byakh izpitval takŭv sram.,MEDIUM PHRASE,EASY,none,,,,
bg_00722,Изправяли сме се срещу този проблем много пъти преди.,We have faced this problem many times before., Izpravyali sme se sreshtu tozi problem mnogo pŭti predi.,LONG PHRASE,HARD,none,,,,
bg_00723,Косата на клиентката беше измита и изсушена,The client's hair was washed and dried. , Kosata na klientkata beshe izmita i izsushena,LONG PHRASE,EASY,none,,,,
bg_00724,Цветето e изсъхнало  ,The flower has withered. , Tsveteto e izsŭkhnalo ,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00725,Всичките ни разходи трябва да бъдат изчислени днес.,All our expenses have to be calculated today., Vsichkite ni razkhodi tryabva da bŭdat izchisleni dnes.,LONG PHRASE,HARD,none,,,,
bg_00726,Всички документи бяха махнати от бюрото.,All documents were removed from the desk., Vsichki dokumenti byakha makhnati ot byuroto.,LONG PHRASE,EASY,none,,,,
bg_00727,Не мърдал  ,He wasn't moving.  , Ne mŭrdal ,VERB,HARD,none,,,,
bg_00728,Компанията е надценена  ,The company is overrated., Kompaniyata e nadtsenena ,MEDIUM PHRASE,HARD,none,,,,
bg_00729,пръска/-м,to spray, prŭska/-m,VERB,HARD,none,,,,
bg_00730,спрей,a spray, spreĭ,SHORT,EASY,none,,,,
bg_00731,пръскане,the act of spraying, prŭskane,MEDIUM,HARD,none,,,,
bg_00732,"нарастващ (от 'нараства'),  растящ (от 'расте')","growing (eg problem), growing (eg person)"," narastvasht (ot 'narastva'), rastyasht (ot 'raste')",LONG PHRASE,HARD,none,,,,
bg_00733,жилищни разходи,housing expenses, zhilishtni razkhodi,MEDIUM PHRASE,HARD,none,,,,
bg_00734,плащане/-ания,payment, plashtane/-aniya,MEDIUM,EASY,none,,,,
bg_00735,заплата/-и,salary, zaplata/-i,MEDIUM,EASY,none,,,,
bg_00736,последен/-дна/-дно/-дни,last, posleden/-dna/-dno/-dni,ADJECTIVE,EASY,none,,,,
bg_00737,десетилетие/-я,decade, desetiletie/-ya,MEDIUM,EASY,none,,,,
bg_00738,властите,the authorities, vlastite,MEDIUM,EASY,none,,,,
bg_00739,обядВахме,We had lunch, obyadVakhme,MEDIUM,EASY,none,,,,
bg_00740,Само ходихме на разходка.,We only went  for a walk. (not се разй…), Samo khodikhme na razkhodka.,MEDIUM PHRASE,EASY,none,,,,
bg_00741,"мач, който свърши в 12 (не 'свърша')",a match that ended at 12 ," mach, koĭto svŭrshi v 12 (ne 'svŭrsha')",MEDIUM PHRASE,EASY,none,,,,
bg_00742,Бях разочарован. (не 'беше'),I was disappointed. , Byakh razocharovan. (ne 'beshe'),MEDIUM PHRASE,EASY,none,,,,
bg_00743,правописни грешки (не 'правословни'),spelling errors , pravopisni greshki (ne 'pravoslovni'),MEDIUM PHRASE,EASY,none,,,,
bg_00744,Изкачвам планината.,I am climbing the mountain., Izkachvam planinata.,MEDIUM PHRASE,EASY,none,,,,
bg_00745,Изкачвам се до върха на планината.,I am climbing to the top of the mountain., Izkachvam se do vŭrkha na planinata.,LONG PHRASE,EASY,none,,,,
bg_00746,Изкачвам се по стълбите.,I am climbing the stairs., Izkachvam se po stŭlbite.,MEDIUM PHRASE,HARD,none,,,,
bg_00747,пети април (не 'пет'),the fifth of April , peti april (ne 'pet'),MEDIUM,EASY,none,,,,
bg_00748,градовѐ,cities, gradovè,SHORT,EASY,none,,,,
bg_00749,Майка ѝ я води на липосукция. (не 'майка си'),Her mother takes her to liposuction., Maĭka ì ya vodi na liposuktsiya. (ne 'maĭka si'),MEDIUM PHRASE,HARD,none,,,,
bg_00750,гръмотевица/-и,thunder, grŭmotevitsa/-i,MEDIUM,EASY,none,,,,
bg_00751,Какво прави майка ѝ по въпроса?,What does her mother do about it?, Kakvo pravi maĭka ì po vŭprosa?,MEDIUM PHRASE,HARD,none,,,,
bg_00752,"Убеждава, убеди",Convince," Ubezhdava, ubedi",VERB,HARD,none,,,,
bg_00753,"Продължава, продължи",Continue," Prodŭlzhava, prodŭlzhi",MEDIUM,EASY,none,,,,
bg_00754,той се включва/и в,he joins/ed in with, toĭ se vklyuchva/i v,VERB,HARD,none,,,,
bg_00755,петно/а,a spot/s (eg on face), petno/a,MEDIUM,HARD,none,,,,
bg_00756,доклад/-и,a report, doklad/-i,MEDIUM,EASY,none,,,,
bg_00757,изискване/-ания,a requirement, iziskvane/-aniya,MEDIUM,HARD,none,,,,
bg_00758,недостиг,a shortage, nedostig,MEDIUM,HARD,none,,,,
bg_00759,привлекателен/-лна/-лно/-лни,attractive, privlekatelen/-lna/-lno/-lni,ADJECTIVE,EASY,none,,,,
bg_00760,"мига/-м, мигне/-а",blink x2 tenses," miga/-m, migne/-a",VERB,HARD,none,,,,
bg_00761,градус/-и,degree, gradus/-i,MEDIUM,EASY,none,,,,
bg_00762,търсене,demand, tŭrsene,SHORT,EASY,none,,,,
bg_00763,откритие/-я,discovery, otkritie/-ya,MEDIUM,EASY,none,,,,
bg_00764,двоен/двойна/-о/-и,double +f, dvoen/dvoĭna/-o/-i,MEDIUM,EASY,none,,,,
bg_00765,работодател/-и,employer, rabotodatel/-i,MEDIUM,EASY,none,,,,
bg_00766,клепач/-и,eyelid, klepach/-i,MEDIUM,HARD,none,,,,
bg_00767,рамка/-и,frame, ramka/-i,MEDIUM,EASY,none,,,,
bg_00768,нарастващо търсене,growing demand, narastvashto tŭrsene,MEDIUM PHRASE,EASY,none,,,,
bg_00769,в началото x2,"initially, in the beginning", v nachaloto x2,MEDIUM PHRASE,EASY,none,,,,
bg_00770,лихва/-и,interest (е.g. money paid to a bank), likhva/-i,MEDIUM,HARD,none,,,,
bg_00771,няма нищо общо със,it has nothing to do with, nyama nishto obshto sŭs,MEDIUM PHRASE,EASY,none,,,,
bg_00772,светкавица/-и,lightning, svetkavitsa/-i,MEDIUM,UNTESTED,none,,,,
bg_00773,"оглежда/-м, огледа/-м x2 + се","look at, inspect; се – look around x2 tenses"," oglezhda/-m, ogleda/-m x3",VERB,HARD,none,,,,
bg_00774,медицински преглед,medical check-up, meditsinski pregled,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00775,минало преизказно време,past perfective reportive, minalo preizkazno vreme,MEDIUM PHRASE,HARD,none,,,,
bg_00776,въпрос/-и x2,matter, vŭpros/-i x2,MEDIUM,EASY,none,,,,
bg_00777,"напуска/-м, напусне/-а работа",quit x2 tenses," napuska/-m, napusne/-a rabota",VERB,EASY,none,,,,
